breed_name,akc_group,popularity_rank,height_min_cm,height_max_cm,weight_min_kg,weight_max_kg,life_expectancy_min,life_expectancy_max,size_category,energy_level,trainability,shedding_level,grooming_frequency,good_with_strangers,hypoallergenic,coat_type,image_url_1,image_url_2,origin_country,grooming_cost_tier,exercise_min_per_day,monthly_food_cost_usd,vet_cost_tier,monthly_total_cost_usd,playfulness,affection_level,intelligence,independence,barking_level,protective_instinct,separation_anxiety,good_with_kids,good_with_dogs,good_with_cats,good_with_elderly,apartment_suitable,needs_yard,heat_tolerance,cold_tolerance,urban_suitable,first_time_owner_suitable,experience_required,guard_dog,working_dog,llm_summary
Portuguese Water Dog,Working Group,50,43.18,58.42,15.875732950000002,27.2155422,11.0,13.0,large,4.0,4.0,3.0,4.0,3.0,1,curly,https://cdn4.thedogapi.com/optimized/R3s06o7M9f.jpg,,Portugal,3,60,50,2,85,4,5,5,2,3,2,4,1,1,1,1,0,1,2,2,0,0,2,0,1,"The Portuguese Water Dog is a highly intelligent and affectionate working breed with hypoallergenic curly coat requiring professional grooming. These energetic dogs thrive with active owners who can provide consistent training, exercise, and mental stimulation."
Pudelpointer,Foundation Stock Service,,55.88,66.04,20.41165665,31.751465900000003,14.0,14.0,large,3.0,,3.0,2.0,,1,wire,https://cdn4.thedogapi.com/optimized/k2y6PuHMFy.jpg,,Germany,2,60,45,1,55,3,4,5,3,2,2,2,1,1,1,1,0,1,3,4,0,1,1,0,0,"The Pudelpointer is a versatile, healthy gun dog with a calm temperament and moderate grooming needs. Ideal for active owners seeking an intelligent, friendly companion suitable for outdoor work and family life."
Pug,Toy Group,28,25.4,33.02,6.35029318,8.164662660000001,13.0,15.0,small,3.0,3.0,4.0,3.0,4.0,0,short,https://cdn4.thedogapi.com/optimized/sKx0rFHMRN.jpg,https://cdn2.thedogapi.com/images/HyJvcl9N7_1280.jpg,China,2,30,30,2,42,3,5,3,2,3,1,3,1,1,1,1,1,0,2,2,1,1,1,0,0,The Pug is a charming toy breed requiring minimal exercise and thriving in apartment settings with families of any age. Owners should be aware of moderate health issues common to the breed and their poor tolerance of extreme temperatures.
Puli,Herding Group,160,40.64,43.18,11.33980925,15.875732950000002,10.0,15.0,medium,3.0,3.0,2.0,5.0,3.0,0,long,https://cdn4.thedogapi.com/optimized/BH8KAhIGvc.jpg,https://cdn2.thedogapi.com/images/ryPgVl5N7_1280.jpg,Hungary,3,60,35,1,60,3,4,4,3,2,4,2,1,1,1,1,0,1,2,5,0,0,2,0,1,"The Puli is known for its distinctive corded coat requiring extensive professional grooming commitment and skill. This intelligent herding dog is loyal and home-loving, better suited for experienced owners with adequate space and grooming expertise."
Pumi,Herding Group,151,38.1,46.99,9.97903214,13.15417873,12.0,13.0,medium,4.0,4.0,2.0,2.0,3.0,1,curly,https://cdn2.thedogapi.com/images/SyRe4xcN7_1280.jpg,https://cdn4.thedogapi.com/optimized/yJmx50juxq.jpg,Hungary,2,75,35,1,45,4,4,4,3,3,2,2,1,1,1,0,0,1,3,3,0,1,1,0,1,"The Pumi is a charming, energetic herding dog with a hypoallergenic curly coat and moderate grooming needs. This intelligent and lively companion is suitable for active first-time owners with adequate space and exercise opportunities."
Pyrenean Mastiff,Foundation Stock Service,,63.5,78.74,54.4310844,108.8621688,10.0,13.0,giant,3.0,,3.0,3.0,,0,long,https://cdn4.thedogapi.com/optimized/gIomaJrAKU.jpg,,"Aragonese Pyrenees, Spain",2,45,60,2,75,2,4,5,4,2,4,1,1,1,1,1,0,1,2,5,0,0,2,1,0,"The Pyrenean Mastiff is a gentle giant guardian breed with noble temperament and impressive protective instincts, requiring experienced owners with substantial space. These intelligent dogs excel as family protectors while remaining calm and sociable despite their imposing size."
Pyrenean Shepherd,Herding Group,181,38.1,53.34,6.80388555,13.6077711,0.0,0.0,medium,4.0,3.0,3.0,3.0,3.0,0,medium,https://cdn4.thedogapi.com/optimized/56j27IEHO8.jpg,,Central Asia,2,90,40,1,52,4,4,4,3,2,3,2,1,1,0,0,0,1,3,4,0,0,2,0,1,"The Pyrenean Shepherd is an active, intelligent herding dog with enthusiastic energy and natural alertness. Best suited for experienced owners with rural properties who can provide substantial daily exercise and meaningful work."
Rafeiro do Alentejo,Foundation Stock Service,,63.5,73.66,34.926612490000004,59.874192840000006,12.0,14.0,giant,3.0,,3.0,3.0,,0,short,https://cdn4.thedogapi.com/optimized/IIMOCnjcu2.jpg,,"Alentejo region, Portugal",1,60,120,2,140,2,3,3,4,2,5,2,1,0,0,0,0,1,4,3,0,0,3,1,0,"The Rafeiro do Alentejo is a large, powerful livestock guardian dog bred for independent work protecting herds on prairies. This breed requires experienced owners, significant space, and is best suited for rural properties rather than family homes or apartments."
Rat Terrier,Terrier Group,86,25.4,45.72,4.535923700000001,11.33980925,12.0,18.0,medium,3.0,4.0,3.0,3.0,4.0,0,short,https://cdn2.thedogapi.com/images/HkXWNl9E7_1280.jpg,https://cdn4.thedogapi.com/optimized/mR1VeAsbKF.jpg,United States,1,60,35,1,50,4,4,4,3,3,2,3,1,0,0,0,1,0,4,3,1,1,1,0,0,"The Rat Terrier is a compact, friendly dog with a playful personality and good trainability making it suitable for first-time owners. These little hunters are adaptable to apartments with proper exercise and form strong bonds with their families."
Redbone Coonhound,Hound Group,142,53.34,68.58,20.41165665,31.751465900000003,12.0,15.0,large,3.0,4.0,3.0,3.0,4.0,0,short,https://cdn4.thedogapi.com/optimized/9kvNw9tFVP.jpg,https://cdn2.thedogapi.com/images/HJMzEl5N7_1280.jpg,United States,1,90,80,1,100,3,4,3,2,4,2,3,1,1,0,0,0,1,4,3,0,1,1,0,0,"The Redbone Coonhound is an even-tempered, active hunting dog with a strong prey drive and loud baying instinct. This breed thrives in rural settings with ample space and exercise but is not well-suited for apartments or urban living."
Rhodesian Ridgeback,Hound Group,41,60.96,68.58,31.751465900000003,38.55535145,10.0,10.0,large,3.0,3.0,3.0,3.0,3.0,0,short,https://cdn2.thedogapi.com/images/By9zNgqE7_1280.jpg,https://cdn4.thedogapi.com/optimized/Q3DE5jQ8fR.jpg,Southern Africa,1,90,100,2,120,3,4,3,4,2,3,2,1,0,0,0,0,1,5,2,0,0,2,0,0,"The Rhodesian Ridgeback is a strong-willed, independent athlete bred for hunting in African heat with strong prey drive and need for experienced owners. This breed requires significant exercise, firm training, and space and is not recommended for first-time dog owners."
Romanian Mioritic Shepherd Dog,Foundation Stock Service,,57.15,73.66,45.359237,58.9670081,12.0,14.0,giant,3.0,3.0,3.0,3.0,2.0,0,long,https://cdn4.thedogapi.com/optimized/78Tlo53z9G.jpg,,Romania,3,90,130,2,180,2,4,3,4,2,5,2,0,0,0,0,0,1,3,4,0,0,3,1,0,"The Romanian Mioritic Shepherd Dog is a large, independent livestock guardian bred to work autonomously and fiercely protect flocks. This breed requires experienced handlers, substantial exercise, regular grooming, and rural property—not suitable for typical family homes."
Rottweiler,Working Group,8,55.88,68.58,36.2873896,61.23496995,9.0,10.0,giant,3.0,3.0,3.0,3.0,3.0,0,short,https://cdn2.thedogapi.com/images/r1xXEgcNX_1280.jpg,https://cdn4.thedogapi.com/optimized/LxI7Kkc5oH.jpg,"Rottweil, Germany",1,90,110,2,130,3,3,3,3,2,5,2,0,0,0,0,0,1,3,3,0,0,3,1,1,"The Rottweiler is a powerful guardian with a calm, confident demeanor when properly bred and trained, but requires experienced, firm owners. This breed needs substantial space, exercise, and extensive socialization and is not suitable for first-time dog owners."
Russell Terrier,Terrier Group,82,25.4,30.48,4.082331330000001,6.80388555,12.0,14.0,small,5.0,3.0,3.0,3.0,4.0,0,wire,https://cdn4.thedogapi.com/optimized/UFUnXSmUbE.jpg,,England,2,90,40,1,70,5,4,4,3,4,2,3,1,0,0,0,1,0,3,3,1,1,1,0,0,"The Russell Terrier is a compact, highly energetic dog packed with personality and intelligence that thrives on activity and mental stimulation. This breed is adaptable to apartment living if exercised adequately and makes a lively companion for active owners."
Russian Toy,Miscellaneous Class,,20.32,27.94,2.948350405,2.948350405,12.0,14.0,small,3.0,3.0,2.0,3.0,4.0,0,long,https://cdn2.thedogapi.com/images/HkP7Vxc4Q_1280.jpg,https://cdn4.thedogapi.com/optimized/DXnBRzsNdw.jpg,Russia,3,45,30,1,60,4,5,4,1,2,1,4,1,1,1,1,1,0,2,2,1,1,1,0,0,The Russian Toy is an affectionate companion breed that thrives on human attention and adapts well to apartment living. This delicate toy dog is excellent for families and seniors but requires regular grooming and does not tolerate being left alone for extended periods.
Russian Tsvetnaya Bolonka,Foundation Stock Service,,22.86,25.4,2.0411656650000003,4.9895160700000005,12.0,16.0,small,3.0,3.0,2.0,3.0,4.0,1,curly,https://cdn4.thedogapi.com/optimized/4RCSX1i1yE.jpg,,Russia,3,45,35,1,70,4,4,4,2,3,2,2,1,1,1,1,1,0,3,3,1,1,1,0,0,"The Russian Tsvetnaya Bolonka is a hypoallergenic, intelligent companion ideal for families and apartment dwellers. Though small and loving, this breed is alert and makes a good watchdog while remaining playful and charming."
Saint Bernard,Working Group,48,66.04,76.2,54.4310844,81.6466266,8.0,10.0,giant,3.0,3.0,3.0,3.0,4.0,0,double,https://cdn2.thedogapi.com/images/TGB2APNbS.jpg,https://cdn2.thedogapi.com/images/yrpxixXWY.jpg,Switzerland,2,60,150,3,190,4,4,3,2,2,2,3,1,1,1,1,0,1,1,5,0,1,1,0,1,"The Saint Bernard is a gentle giant famous for rescue work and family companionship with a friendly, playful nature. However, this breed requires significant space, struggles in heat, has substantial grooming and veterinary needs, and is prone to expensive health issues."
Saluki,Hound Group,120,58.42,71.12,18.1436948,29.48350405,10.0,17.0,large,4.0,3.0,3.0,2.0,3.0,0,short,https://cdn2.thedogapi.com/images/xGuSVhi28.jpg,https://cdn2.thedogapi.com/images/sHPfcmVsV.jpg,Middle East (Fertile Crescent),1,60,55,1,60,3,3,4,4,2,2,2,1,1,0,1,1,0,4,3,1,0,2,0,0,"Salukis are elegant, dignified sighthounds with independent temperaments requiring experienced owners. They need regular exercise and thrive in various climates but can be challenging to train due to their strong prey drive."
Samoyed,Working Group,59,48.26,59.69,15.875732950000002,29.48350405,12.0,14.0,large,4.0,3.0,3.0,3.0,4.0,0,double,https://cdn4.thedogapi.com/optimized/bLkWhvuqNJ.jpg,https://cdn2.thedogapi.com/images/S1T8Ee9Nm_1280.jpg,Siberia,3,60,70,2,120,4,5,4,3,3,2,3,1,1,1,1,0,1,1,5,0,1,1,0,1,"Samoyeds are friendly, gentle, and excellent family dogs with a striking white coat requiring significant grooming. They excel in cold climates and are highly social but need ample space and exercise."
Schapendoes,Foundation Stock Service,,40.64,50.8,11.79340162,24.947580350000003,12.0,15.0,medium,3.0,4.0,3.0,3.0,3.0,0,long,https://cdn4.thedogapi.com/optimized/8MxYvv13el.jpg,,Netherlands,3,90,50,1,100,4,4,4,2,2,2,3,1,1,1,0,0,1,3,4,0,1,1,0,0,"Schapendoes are energetic, friendly herding dogs with impressive jumping ability and agility skills. They require substantial daily exercise and regular grooming but are excellent for active families."
Schipperke,Non-Sporting Group,105,25.4,33.02,4.535923700000001,7.25747792,12.0,14.0,small,4.0,3.0,3.0,3.0,3.0,0,double,https://cdn4.thedogapi.com/optimized/fWSbovpqXi.jpg,https://cdn2.thedogapi.com/images/SyBvVgc47_1280.jpg,Belgium,2,45,35,2,65,4,3,4,3,4,4,3,1,0,0,0,1,0,3,4,1,0,2,1,0,Schipperkes are small but spirited watchdogs with strong hunting instincts and alert temperaments. They require experienced owners who can manage their high energy and strong prey drive.
Scottish Deerhound,Hound Group,158,71.12,81.28,34.01942775,49.895160700000005,8.0,11.0,giant,3.0,3.0,3.0,2.0,3.0,0,wire,https://cdn2.thedogapi.com/images/SkNjqx9NQ_1280.jpg,https://cdn4.thedogapi.com/optimized/i9G4f21V3R.jpg,Scotland,2,90,80,2,110,2,2,3,4,2,2,1,1,0,0,1,0,1,3,3,0,0,2,0,0,"Scottish Deerhounds are noble, large sighthounds with dignified temperaments requiring substantial exercise. They are gentle and aloof but need experienced owners familiar with the breed's independent nature."
Scottish Terrier,Terrier Group,57,25.4,25.4,8.164662660000001,9.97903214,12.0,12.0,medium,3.0,3.0,3.0,3.0,3.0,0,wire,https://cdn4.thedogapi.com/optimized/KHqTyrsJV6.jpg,https://cdn2.thedogapi.com/images/Bklnce5NX_1280.jpg,Scotland,3,45,45,2,95,2,2,3,4,3,3,2,0,0,0,0,1,0,3,3,1,0,2,1,0,"Scottish Terriers are confident, independent terriers with strong personalities and excellent watchdog instincts. They are best suited for experienced owners who understand terrier traits and can handle their spirited nature."
Sealyham Terrier,Terrier Group,164,26.67,26.67,10.43262451,10.88621688,12.0,14.0,medium,3.0,3.0,3.0,3.0,3.0,0,wire,https://cdn4.thedogapi.com/optimized/24xhPdACjq.jpg,,"Wales, United Kingdom",3,45,40,2,90,3,3,3,3,2,3,2,1,0,0,0,1,0,3,3,1,0,2,1,0,Sealyham Terriers are small but substantial dogs with strong personalities and good humor. They require experienced owners familiar with terrier traits and regular grooming to maintain their distinctive coat.
Segugio Italiano,Foundation Stock Service,,48.26,58.42,18.1436948,27.2155422,11.0,13.0,large,,5.0,3.0,3.0,,0,short,https://cdn4.thedogapi.com/optimized/h32ZmgvIVI.jpg,,Italy,1,60,50,1,55,3,4,5,3,2,2,2,1,1,1,1,1,0,4,2,1,1,1,0,0,"Segugio Italianos are intelligent, responsive hunting dogs that make excellent pets for active families. They are eager to please and trainable, requiring regular exercise but minimal grooming."
Shetland Sheepdog,Herding Group,25,33.02,40.64,6.80388555,11.33980925,12.0,14.0,medium,3.0,5.0,3.0,3.0,3.0,0,double,https://cdn2.thedogapi.com/images/rJa29l9E7_1280.jpg,https://cdn4.thedogapi.com/optimized/sed3BFUfdo.jpg,"Shetland Islands, Scotland",3,60,45,1,105,4,4,5,2,3,2,3,1,1,1,1,1,0,2,4,1,1,1,0,1,"Shetland Sheepdogs are bright, eager herding dogs excellent for active families and first-time owners. They excel in obedience and agility sports but require regular grooming and substantial exercise."
Shiba Inu,Non-Sporting Group,44,34.29,41.91,7.71107029,10.43262451,13.0,16.0,medium,3.0,3.0,3.0,3.0,3.0,0,double,https://cdn2.thedogapi.com/images/zXi6Z5ugC.jpg,https://cdn2.thedogapi.com/images/4hsn54Wod.jpg,Japan,2,45,40,1,75,4,2,4,4,2,3,2,0,0,0,0,1,0,3,3,1,0,2,0,0,"Shiba Inus are alert, independent dogs with bold personalities and strong prey drive. They require experienced owners who can manage their aloof temperament and independence."
Shih Tzu,Toy Group,20,22.86,26.67,4.082331330000001,7.25747792,10.0,18.0,small,3.0,3.0,2.0,4.0,4.0,0,long,https://cdn4.thedogapi.com/optimized/FpTUahuFwc.jpg,https://cdn2.thedogapi.com/images/BkrJjgcV7_1280.jpg,Tibet/China,3,30,35,2,110,4,5,3,2,3,2,4,1,1,1,1,1,0,2,3,1,1,1,0,0,"Shih Tzus are affectionate companion dogs ideal for families with children, known for their beautiful long coats requiring significant grooming commitment. They adapt well to apartment living and are gentle with other pets, making them excellent first-time owner dogs."
Shikoku,Foundation Stock Service,,43.18,55.88,15.875732950000002,24.947580350000003,10.0,12.0,medium,3.0,,,3.0,,0,double,https://cdn4.thedogapi.com/optimized/7nEFc5yLdc.jpg,,"Shikoku Island, Japan",1,60,50,1,55,4,4,4,3,3,3,2,1,1,0,0,0,1,2,5,0,0,2,1,0,"Shikoku are energetic medium-sized hunting dogs requiring experienced owners and substantial daily exercise. They are alert and courageous with strong prey drive, best suited for rural homes with adequate space and owners familiar with working breeds."
Siberian Husky,Working Group,14,50.8,59.69,15.875732950000002,27.2155422,12.0,14.0,large,4.0,3.0,3.0,3.0,4.0,0,double,https://cdn2.thedogapi.com/images/S17ZilqNm_1280.jpg,https://cdn4.thedogapi.com/optimized/y8p3WCHoxH.jpg,"Siberia, Russia",1,90,60,1,65,4,4,4,4,3,3,3,1,1,0,0,0,1,2,5,0,0,2,1,1,"Siberian Huskies are high-energy working dogs with strong pack instincts and prey drive, requiring experienced owners and extensive daily exercise. They thrive in cold climates and need secure yards to prevent escape, making them unsuitable for apartments or first-time owners."
Silky Terrier,Toy Group,112,22.86,25.4,4.535923700000001,4.535923700000001,13.0,15.0,small,3.0,3.0,3.0,3.0,3.0,0,long,https://cdn2.thedogapi.com/images/ByzGsl5Nm_1280.jpg,https://cdn4.thedogapi.com/optimized/LX867UmLze.jpg,Australia,2,45,25,2,55,4,4,4,3,3,3,3,1,0,0,0,1,0,3,4,1,1,1,0,0,"Silky Terriers are small, spirited toy dogs with alert personalities and lovely silky coats requiring regular grooming. They make good apartment companions for families but may not tolerate other pets due to their terrier prey drive."
Skye Terrier,Terrier Group,178,24.13,25.4,15.875732950000002,20.41165665,12.0,14.0,medium,3.0,3.0,3.0,4.0,3.0,0,long,https://cdn4.thedogapi.com/optimized/EAOmB1oGAh.jpg,,"Isle of Skye, Scotland",3,40,30,2,100,3,3,4,3,3,4,3,1,0,0,0,1,0,2,4,1,0,2,1,0,"Skye Terriers are courageous, independent terriers with long, distinctive coats requiring significant grooming commitment. They are devoted to their families but have strong prey drive and territorial instincts, making them better suited to experienced owners."
Sloughi,Hound Group,192,60.96,73.66,15.875732950000002,22.6796185,10.0,15.0,medium,3.0,3.0,2.0,3.0,3.0,0,short,https://cdn4.thedogapi.com/optimized/Hty4RiVLuY.jpg,,North Africa,1,60,45,1,50,3,2,4,4,2,2,2,1,1,0,0,0,1,4,2,0,0,2,0,0,"Sloughis are elegant sighthounds bred for hunting game across desert terrain with reserved temperaments and strong prey drive. They require experienced owners, significant daily exercise, and are best suited to rural homes with secure yards."
Slovakian Wirehaired Pointer,Foundation Stock Service,,57.15,67.31,22.6796185,29.48350405,12.0,15.0,large,4.0,3.0,3.0,2.0,5.0,0,wire,https://cdn4.thedogapi.com/optimized/nkXpNZTOqK.jpg,,England,2,75,50,1,65,4,4,4,2,2,2,2,1,1,1,1,0,1,3,3,0,1,1,0,0,"Slovakian Wirehaired Pointers are versatile hunting dogs with even temperaments and strong work ethics. They are obedient and eager to please, making them suitable for active families with experience in working breeds and access to adequate exercise space."
Slovensky Cuvac,Foundation Stock Service,,58.42,69.85,30.84428116,43.99845989,11.0,13.0,large,3.0,,4.0,3.0,,0,double,,,,2,60,65,2,80,3,4,4,3,3,4,2,1,1,1,1,0,1,2,5,0,0,2,1,0,"Slovensky Cuvacs are large, loyal mountain dogs with protective instincts and thick white coats adapted to harsh alpine climates. They require experienced owners, substantial exercise, and secure yards, serving best as livestock guardians or property protectors."
Slovensky Kopov,Foundation Stock Service,,40.64,50.8,14.968548210000002,19.95806428,12.0,13.0,medium,3.0,,3.0,2.0,,0,double,https://cdn4.thedogapi.com/optimized/w1x9MMmJmL.jpg,,Slovakia,1,70,55,1,60,3,3,4,3,2,3,2,1,1,0,0,0,1,3,4,0,0,2,1,0,"Slovensky Kopovs are courageous hunting hounds with excellent scent tracking abilities and strong prey drive. They require experienced owners, substantial daily exercise, and are best suited to rural hunting homes rather than family pets."
Small Munsterlander Pointer,Foundation Stock Service,,52.07,53.34,18.1436948,27.2155422,12.0,14.0,large,5.0,3.0,3.0,2.0,4.0,0,medium,https://cdn4.thedogapi.com/optimized/nkXpNZTOqK.jpg,,England,2,90,50,1,65,4,4,4,2,2,2,2,1,1,1,1,0,1,3,3,0,1,1,0,0,"Small Munsterlanders are intelligent, devoted hunting companions with passionate work drives and steady temperaments. They make excellent family dogs for active owners with adequate space and are eager to please both in hunting and family settings."
Smooth Fox Terrier,Terrier Group,123,38.1,38.1,6.80388555,8.164662660000001,12.0,15.0,small,4.0,3.0,3.0,3.0,4.0,0,short,https://cdn4.thedogapi.com/optimized/lhpcfYROeC.jpg,https://cdn2.thedogapi.com/images/Syszjx9Em_1280.jpg,England,1,60,45,1,50,4,3,3,4,3,3,2,1,0,0,1,0,1,4,2,0,0,2,0,0,"Smooth Fox Terriers are energetic, independent hunters with strong prey drive requiring experienced owners and secure fencing. They are friendly but can be aggressive toward other animals and need significant daily exercise. Best suited for active families without small pets."
Soft Coated Wheaten Terrier,Terrier Group,53,43.18,48.26,13.6077711,18.1436948,12.0,14.0,medium,4.0,3.0,2.0,3.0,3.0,0,medium,https://cdn2.thedogapi.com/images/HJHmix5NQ_1280.jpg,https://cdn4.thedogapi.com/optimized/ikOLxquC5T.jpg,Ireland,2,60,50,1,75,4,4,3,3,2,2,2,1,1,0,1,0,1,3,3,0,1,1,0,0,"Soft Coated Wheaten Terriers are friendly, affectionate dogs with moderate energy that make excellent family companions. Their silky coat requires regular grooming and they are generally good with children and other dogs. They adapt well to active families but need consistent exercise and training."
Spanish Mastiff,Foundation Stock Service,,71.12,88.9,63.502931800000006,90.718474,10.0,12.0,giant,3.0,,3.0,,,0,medium,https://cdn4.thedogapi.com/optimized/0LTwpSgZVX.jpg,,Spain,1,45,80,2,95,2,4,4,3,4,5,3,1,0,0,1,0,1,4,2,0,0,3,1,0,"Spanish Mastiffs are massive guardian dogs bred for livestock protection with strong protective instincts and deep, loud barks. They require experienced owners, secure fencing, and proper socialization from puppyhood. Best suited for rural properties with experienced handlers who can manage their size and strength."
Spanish Water Dog,Herding Group,153,40.005,50.165,14.06136347,22.22602613,12.0,14.0,medium,4.0,5.0,2.0,5.0,3.0,1,curly,https://cdn4.thedogapi.com/optimized/debAsDVfps.jpg,https://cdn2.thedogapi.com/images/HJf4jl9VX_1280.jpg,Spain,3,75,55,1,150,4,4,5,2,2,2,3,1,1,1,1,0,1,4,2,0,0,2,0,1,"Spanish Water Dogs are highly intelligent, energetic working dogs with hypoallergenic curly coats requiring professional grooming. They excel at training and need vigorous daily exercise and mental stimulation. Best for active families with experience handling working breed temperaments."
Spinone Italiano,Sporting Group,109,55.88,68.58,,,10.0,12.0,large,4.0,3.0,,3.0,3.0,0,wire,https://cdn2.thedogapi.com/images/rk5Eoe5Nm_1280.jpg,https://cdn4.thedogapi.com/optimized/AO4eNHKHfu.jpg,Italy,2,60,65,1,95,3,4,4,3,2,2,2,1,1,1,1,0,1,3,3,0,1,1,0,0,"Spinone Italianos are versatile hunting dogs with gentle, patient temperaments well-suited for active families. Their distinctive wiry coat requires regular grooming and they need substantial daily exercise. They are affectionate, sociable dogs that integrate well into family life with proper training."
Stabyhoun,Foundation Stock Service,,48.26,53.34,18.1436948,27.2155422,13.0,15.0,large,4.0,4.0,3.0,2.0,3.0,0,medium,https://cdn4.thedogapi.com/optimized/byIyyFpQpl.jpg,,"Friesland, Netherlands",1,60,50,1,55,3,4,4,4,2,2,2,1,1,0,1,0,1,3,4,0,1,1,0,0,"Stabyhouns are intelligent, gentle hunters with independent instincts originally bred to hunt moles and rabbits. They are loving, responsive companions best suited to active families with secure yards and experienced dog owners. They require consistent guidance to manage their prey drive and inquisitive nature."
Staffordshire Bull Terrier,Terrier Group,80,35.56,40.64,10.88621688,17.23651006,12.0,14.0,medium,4.0,2.0,3.0,3.0,4.0,0,short,https://cdn4.thedogapi.com/optimized/zHMHibdcLN.jpg,https://cdn2.thedogapi.com/images/H1zSie9V7_1280.jpg,"Staffordshire, England",1,60,50,2,60,4,4,3,3,3,4,2,1,0,0,1,1,0,3,2,1,0,2,1,0,"Staffordshire Bull Terriers are muscular, confident dogs with strong protective instincts and high prey drive requiring experienced owners. They are affectionate with families but typically not compatible with other animals. They need firm training, secure containment, and socialization from puppyhood."
Standard Schnauzer,Working Group,89,44.45,49.53,13.6077711,22.6796185,13.0,16.0,medium,3.0,3.0,2.0,3.0,4.0,1,wire,https://cdn4.thedogapi.com/optimized/nzjOKufQGP.jpg,https://cdn2.thedogapi.com/images/cmVJgX9tx.jpg,Germany,2,45,50,1,80,3,4,4,3,3,4,2,1,1,1,1,1,0,3,4,1,1,1,1,1,"Standard Schnauzers are intelligent, alert watchdogs with hypoallergenic wiry coats and strong family bonds. They are sociable, spirited companions with moderate energy that adapt well to various living situations. They are excellent for first-time owners seeking a trainable, protective family dog."
Sussex Spaniel,Sporting Group,180,33.02,38.1,15.875732950000002,20.41165665,13.0,15.0,medium,3.0,3.0,3.0,3.0,3.0,0,long,https://cdn4.thedogapi.com/optimized/mGvB4pgQ05.jpg,,"Sussex, England",2,45,55,2,90,3,4,3,2,2,1,3,1,1,1,1,1,0,2,3,1,1,1,0,0,"Sussex Spaniels are gentle, even-tempered bird dogs with low to moderate energy making them excellent family companions. Their feathered coat requires regular grooming and they are affectionate, friendly dogs that get along well with children and other pets. They adapt well to various living environments including urban settings."
Swedish Lapphund,Foundation Stock Service,,40.64,50.8,13.6077711,20.41165665,12.0,14.0,medium,3.0,2.0,3.0,3.0,3.0,0,double,https://cdn4.thedogapi.com/optimized/nMhxLqzAph.jpg,,Sweden,2,60,50,1,85,4,4,4,3,3,3,2,1,1,1,1,0,1,2,5,0,0,2,0,0,"Swedish Lapphunds are intelligent, playful spitz-type dogs with guarding and herding instincts requiring experienced owners. They feature thick double coats with heavy shedding and need vigorous daily exercise and mental stimulation. Best suited for active families in cooler climates who can manage their independent temperament."
Swedish Vallhund,Herding Group,169,29.21,34.925,9.0718474,15.875732950000002,12.0,15.0,medium,5.0,5.0,3.0,2.0,4.0,0,double,https://cdn2.thedogapi.com/images/HJ-Dix94Q_1280.jpg,https://cdn4.thedogapi.com/optimized/IfaS21KAcV.jpg,Sweden,2,60,45,1,75,5,4,5,3,4,4,3,1,1,0,0,0,1,3,5,0,0,2,1,1,"Swedish Vallhunds are energetic herding dogs requiring significant daily exercise and mental stimulation, making them better suited for active families with experience. They are highly intelligent, trainable, and affectionate but need proper socialization and a yard to thrive."
Taiwan Dog,Foundation Stock Service,,43.18,50.8,11.79340162,18.1436948,9.0,13.0,medium,5.0,4.0,3.0,3.0,3.0,0,short,https://cdn4.thedogapi.com/optimized/JF4NsbSm9C.jpg,,Taiwan,1,60,40,2,60,4,4,5,4,3,5,2,1,0,0,0,0,1,4,3,0,0,3,1,0,"Taiwan Dogs are highly intelligent, loyal working dogs with strong protective instincts requiring experienced owners and extensive early socialization. They need significant daily exercise and are better suited for families committed to training and socialization."
Teddy Roosevelt Terrier,Miscellaneous Class,,20.32,38.1,3.62873896,11.33980925,14.0,16.0,medium,4.0,5.0,3.0,3.0,4.0,0,short,https://cdn4.thedogapi.com/optimized/w7RJ7eRzvW.jpg,,United States,1,45,35,1,55,5,4,5,3,3,3,2,1,1,0,0,1,0,4,3,1,1,1,0,0,"Teddy Roosevelt Terriers are compact, versatile companions that are highly trainable and excellent for first-time owners. They are playful and affectionate while retaining healthy prey drive, and adapt well to various living situations including apartments."
Thai Ridgeback,Foundation Stock Service,,50.8,60.96,15.875732950000002,34.01942775,12.0,13.0,large,4.0,3.0,3.0,2.0,3.0,0,short,https://cdn4.thedogapi.com/optimized/niUi2k5cdI.jpg,https://cdn2.thedogapi.com/images/0mUBUQ68p.jpg,Thailand,1,60,50,2,70,4,3,4,5,3,4,2,0,0,0,0,0,1,5,2,0,0,3,1,0,"Thai Ridgebacks are independent, athletic dogs requiring experienced owners with strong leadership skills and proper socialization. They are naturally protective and require significant daily exercise but thrive in warm climates with experienced handlers."
Tibetan Mastiff,Working Group,131,60.96,66.04,31.751465900000003,68.0388555,10.0,12.0,giant,3.0,3.0,3.0,3.0,3.0,0,double,https://cdn2.thedogapi.com/images/SkM9sec47_1280.jpg,https://cdn4.thedogapi.com/optimized/xmzLo9U9nV.jpg,Tibet,3,45,100,3,200,2,3,4,5,4,5,2,0,0,0,0,0,1,2,5,0,0,3,1,1,"Tibetan Mastiffs are massive, powerful guardian dogs requiring experienced owners with substantial resources for food and healthcare. They are independent, strongly protective, and need significant space and cold climates to thrive."
